"location","year","hospital_employment","hospital_hc_assistants","hospital_hc_other","hospital_non_hc_staff","pa_caring","pa_dentists","pa_midwives","pa_nurses_all","pa_nurses_assoc","pa_nurses_pro","pa_pharmacists","pa_physicians","prac_physiotherapists","total_hns","pa_usually_mentioned"
"AUS",1980,NA,NA,NA,NA,NA,6.283,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS",1981,225.376,NA,NA,NA,NA,6.38,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS",1982,NA,NA,NA,NA,NA,6.516,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS",1983,NA,NA,NA,NA,NA,6.631,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS",1984,NA,NA,NA,NA,NA,6.722,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS",1985,NA,NA,NA,NA,NA,6.805,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS",1986,250.3,NA,NA,NA,NA,6.897,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS",1987,NA,NA,NA,NA,NA,6.977,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS",1988,NA,NA,NA,NA,NA,7.076,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS",1989,NA,NA,NA,NA,NA,7.178,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS",1990,NA,NA,NA,NA,NA,7.221,NA,NA,NA,NA,NA,NA,NA,685.34046,NA
"AUS",1991,238.31,NA,NA,NA,NA,7.275,NA,NA,NA,NA,NA,NA,NA,674.16335,NA
"AUS",1992,NA,NA,NA,NA,NA,7.493,NA,NA,NA,NA,NA,NA,NA,679.32904,NA
"AUS",1993,NA,NA,NA,NA,NA,7.618,NA,NA,NA,NA,NA,NA,NA,713.6625,NA
"AUS",1994,NA,NA,NA,NA,NA,7.784,NA,NA,NA,NA,13.104,NA,NA,734.5874,NA
"AUS",1995,NA,NA,NA,NA,NA,8.278,NA,220.23,48.747,171.482,13.427,NA,NA,759.16454,NA
"AUS",1996,NA,NA,NA,NA,NA,8.534,NA,NA,NA,NA,13.834,NA,NA,759.43351,NA
"AUS",1997,NA,NA,NA,NA,NA,8.584,NA,222.528,46.311,176.217,NA,48.198,10.233,805.05183,270.726
"AUS",1998,NA,NA,NA,NA,NA,8.767,NA,NA,NA,NA,NA,48.917,11.425,797.86985,NA
"AUS",1999,NA,NA,NA,NA,NA,8.879,NA,224.822,45.432,179.389,14.747,50.223,10.158,841.23372,275.045
"AUS",2000,NA,NA,NA,NA,NA,8.992,NA,NA,NA,NA,NA,51.106,12.143,892.51398,NA
"AUS",2001,NA,NA,NA,NA,NA,9.205,NA,228.23,45.005,183.224,NA,53.384,11.49,901.77923,281.614
"AUS",2002,NA,NA,NA,NA,NA,9.356,NA,NA,NA,NA,NA,53.991,10.88,910.03969,NA
"AUS",2003,NA,NA,NA,NA,NA,9.678,NA,236.645,47.574,189.071,NA,56.207,11.028,951.50404,292.852
"AUS",2004,NA,NA,NA,NA,NA,10.041,NA,243.916,48.577,195.339,NA,58.211,11.558,977.12479,302.127
"AUS",2005,NA,NA,NA,NA,NA,10.074,NA,244.359,46.044,198.315,NA,60.252,14.39,1061.75322,304.611
"AUS",2006,NA,NA,NA,NA,NA,10.404,NA,NA,NA,NA,NA,62.425,13.19,1075.87057,NA
"AUS",2007,NA,NA,NA,NA,NA,NA,NA,263.332,50.99,212.342,NA,67.208,16.003,1101.13847,330.54
"AUS",2008,NA,NA,NA,NA,NA,NA,NA,272.74,50.879,221.861,NA,68.689,16.373,1191.97163,341.429
"AUS",2009,NA,NA,NA,NA,NA,11.882,NA,276.751,51.711,225.04,NA,72.739,17.263,1210.90032,349.49
"AUS",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.365,1266.93091,NA
"AUS",2011,NA,NA,NA,NA,NA,12.599,NA,286.706,52.654,234.052,20.58,78.96,16.998,1332.30423,365.666
"AUS",2012,NA,NA,NA,NA,NA,13.266,NA,290.144,51.624,238.52,21.331,79.653,17.98,1373.52177,369.797
"AUS",2013,NA,NA,NA,NA,NA,13.472,23.565,292.758,50.747,242.011,21.838,82.408,19.092,1385.99839,375.166
"AUS",2014,NA,NA,NA,NA,NA,13.919,23.845,297.381,50.775,246.606,22.454,85.491,20.383,1481.58622,382.872
"AUS",2015,NA,NA,NA,NA,NA,14.311,23.748,303.435,50.848,252.587,23.134,87.999,21.511,1569.99141,391.434
"AUS",2016,NA,NA,NA,NA,NA,14.636,23.924,311.762,51.497,260.265,23.842,91.341,22.221,1634.59689,403.103
"AUS",2017,NA,NA,NA,NA,NA,15.059,23.823,319.315,51.529,267.786,24.609,95.194,23.325,1674.5644,414.509
"AUT",1980,NA,NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA,NA,0.6,NA,NA
"AUT",1981,NA,NA,NA,NA,NA,NA,1.091,NA,NA,NA,NA,NA,NA,NA,NA
"AUT",1982,NA,NA,NA,NA,NA,NA,1.08,NA,NA,NA,NA,NA,NA,NA,NA
"AUT",1983,NA,NA,NA,NA,NA,NA,1.056,NA,NA,NA,NA,NA,NA,NA,NA
"AUT",1984,NA,NA,NA,NA,NA,NA,1.073,NA,NA,NA,NA,NA,NA,NA,NA
"AUT",1985,NA,NA,NA,NA,NA,NA,1.059,NA,NA,NA,NA,NA,0.991,NA,NA
"AUT",1986,NA,NA,NA,NA,NA,NA,1.075,NA,NA,NA,NA,NA,1,NA,NA
"AUT",1987,NA,NA,NA,NA,NA,NA,1.115,NA,NA,NA,NA,NA,1.073,NA,NA
"AUT",1988,NA,NA,NA,NA,NA,NA,1.116,NA,NA,NA,NA,NA,1.122,NA,NA
"AUT",1989,NA,NA,NA,NA,NA,NA,1.099,NA,NA,NA,NA,NA,1.163,NA,NA
"AUT",1990,NA,NA,NA,NA,NA,NA,1.09,NA,NA,NA,NA,NA,1.236,NA,NA
"AUT",1991,NA,NA,NA,NA,NA,NA,1.154,NA,NA,NA,NA,NA,1.317,NA,NA
"AUT",1992,NA,NA,NA,NA,NA,NA,1.204,NA,NA,NA,NA,NA,1.446,NA,NA
"AUT",1993,NA,NA,NA,NA,NA,NA,1.309,NA,NA,NA,NA,NA,1.578,NA,NA
"AUT",1994,NA,NA,NA,NA,NA,NA,1.34,NA,NA,NA,NA,NA,1.711,NA,NA
"AUT",1995,NA,NA,NA,NA,NA,NA,1.441,NA,NA,NA,NA,NA,1.803,275.88,NA
"AUT",1996,NA,NA,NA,NA,NA,NA,1.457,NA,NA,NA,NA,NA,1.905,284.29,NA
"AUT",1997,NA,NA,NA,NA,NA,NA,1.498,NA,NA,NA,NA,NA,1.992,292.57,NA
"AUT",1998,NA,NA,NA,NA,NA,NA,1.534,NA,NA,NA,NA,NA,2.057,297.14,NA
"AUT",1999,NA,NA,NA,NA,NA,NA,1.553,NA,NA,NA,NA,NA,2.147,297.65,NA
"AUT",2000,88.307,9.605,15.737,NA,NA,NA,1.522,NA,NA,NA,NA,NA,2.175,301.24,NA
"AUT",2001,89.309,9.547,15.693,NA,NA,NA,1.579,NA,NA,NA,NA,NA,2.218,312.28,NA
"AUT",2002,90.91,9.452,16.08,NA,NA,NA,1.65,NA,NA,NA,NA,NA,2.229,321.3,NA
"AUT",2003,92.021,9.487,16.271,NA,NA,NA,1.671,NA,NA,NA,NA,NA,2.358,330.02,NA
"AUT",2004,95.14,9.868,16.689,NA,NA,NA,1.658,NA,NA,NA,NA,NA,2.522,338.48,NA
"AUT",2005,96.482,9.773,16.922,NA,NA,NA,1.705,NA,NA,NA,NA,NA,2.623,346.2,NA
"AUT",2006,98.882,9.335,17.743,NA,NA,NA,1.737,NA,NA,NA,NA,NA,2.752,356.84,NA
"AUT",2007,100.14,9.721,17.306,NA,NA,NA,1.785,NA,NA,NA,NA,NA,2.72,365.15,NA
"AUT",2008,102.364,9.733,17.331,NA,NA,NA,1.818,NA,NA,NA,NA,NA,2.849,374.01,NA
"AUT",2009,104.553,9.725,17.764,NA,NA,NA,1.856,NA,NA,NA,NA,NA,2.911,386.71,NA
"AUT",2010,106.253,9.788,18.129,NA,NA,NA,1.907,NA,NA,NA,NA,NA,3.042,400.25,NA
"AUT",2011,108.365,9.654,18.863,NA,NA,NA,1.945,NA,NA,NA,NA,NA,3.213,407.28,NA
"AUT",2012,110.007,9.916,19.115,NA,NA,NA,1.975,NA,NA,NA,NA,NA,3.338,414.7,NA
"AUT",2013,111.167,9.954,19.411,NA,NA,NA,2.068,NA,NA,NA,NA,NA,3.431,419.94,NA
"AUT",2014,113.42,10.318,19.527,NA,NA,NA,2.1,NA,NA,NA,NA,NA,3.506,425.86,NA
"AUT",2015,114.903,10.784,19.952,NA,NA,NA,2.139,NA,NA,NA,NA,NA,3.621,438.54,NA
"AUT",2016,116.078,10.603,20.173,NA,NA,NA,2.226,NA,NA,NA,NA,NA,3.699,451.35,NA
"AUT",2017,117.982,10.641,20.911,NA,NA,NA,2.269,NA,NA,NA,NA,NA,3.905,459.07,NA
"AUT",2018,NA,NA,NA,NA,NA,NA,2.338,NA,NA,NA,NA,NA,NA,NA,NA
"BEL",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.216,NA,NA
"BEL",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.966,NA,NA
"BEL",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.431,NA,NA
"BEL",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.349,NA,NA
"BEL",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.199,NA,NA
"BEL",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.654,NA,NA
"BEL",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.568,NA,NA
"BEL",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.467,NA,NA
"BEL",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.286,NA,NA
"BEL",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.091,NA,NA
"BEL",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.976,NA,NA
"BEL",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.347,343.8,NA
"BEL",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.331,351.8,NA
"BEL",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.286,364.8,NA
"BEL",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.009,373.1,NA
"BEL",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.05,385.8,NA
"BEL",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.218,400.9,NA
"BEL",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.298,415.8,NA
"BEL",2002,169.349,15.823,17.473,58.992,NA,NA,NA,NA,NA,NA,NA,NA,17.615,426.5,NA
"BEL",2003,173.304,17.946,18.487,60.637,NA,NA,NA,NA,NA,NA,NA,NA,17.338,438.4,NA
"BEL",2004,175.821,15.597,19.054,62.158,NA,NA,5.639,113.919,NA,NA,NA,NA,17.317,448.8,NA
"BEL",2005,177.731,15.042,19.187,63.255,NA,NA,5.956,117.346,NA,NA,NA,NA,17.31,462.2,NA
"BEL",2006,182.60298,15.44608,19.98184,65.01703,NA,NA,6.183,119.623,NA,NA,NA,NA,17.451,473,NA
"BEL",2007,186.69956,15.08464,20.5372,66.48249,41.44,NA,6.434,121.991,NA,NA,NA,NA,17.544,484.1,NA
"BEL",2008,188.10987,15.20239,21.27313,66.70025,48.56,NA,6.681,124.064,NA,NA,NA,NA,18.43,496.8,NA
"BEL",2009,195.01132,15.07232,22.06203,69.74539,60.148,NA,7.005,126.473,NA,NA,NA,NA,18.57,513.9,NA
"BEL",2010,197.79321,14.74341,22.33101,71.8713,68.902,NA,7.327,129.916,NA,NA,NA,NA,18.839,532.4,NA
"BEL",2011,200.07241,14.79516,23.14789,71.66604,76.336,NA,7.632,134.572,NA,NA,NA,NA,18.325,549.5,NA
"BEL",2012,203.06613,14.56301,23.95362,72.49237,86.379,NA,8,138.392,NA,NA,NA,NA,18.742,562.1,NA
"BEL",2013,204.24596,13.93901,24.47863,72.81657,94.641,NA,8.324,142.901,NA,NA,NA,NA,19.201,570.9,NA
"BEL",2014,205.97215,12.83889,24.9825,73.65724,103.69,NA,8.671,147.437,NA,NA,NA,NA,20.844,580.7,NA
"BEL",2015,208.47492,12.51664,25.50255,74.55049,114.209,NA,NA,151.812,NA,NA,NA,NA,21.556,591,NA
"BEL",2016,208.57441,11.90204,25.3938,75.09889,124.111,NA,NA,143.47,NA,NA,NA,NA,21.462,605.9,NA
"BEL",2017,NA,NA,NA,NA,133.838,NA,NA,NA,NA,NA,NA,NA,23.001,618.4,NA
"BEL",2018,NA,NA,NA,NA,113.788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAN",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.148,NA,NA,NA
"CAN",1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.914,NA,NA,NA
"CAN",1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.482,NA,NA,NA
"CAN",1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.902,NA,NA,NA
"CAN",1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.274,NA,NA,NA
"CAN",1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.077,NA,NA,NA
"CAN",1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.104,NA,NA,NA
"CAN",1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.464,NA,NA,NA
"CAN",1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.316,NA,NA,NA
"CAN",1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.161,NA,NA,NA
"CAN",1980,334.335,NA,NA,NA,NA,11.095,NA,155.178,NA,155.178,NA,44.239,NA,NA,199.417
"CAN",1981,NA,NA,NA,NA,NA,11.484,NA,161.094,NA,161.094,NA,45.511,NA,NA,206.605
"CAN",1982,NA,NA,NA,NA,NA,11.88,NA,164.125,NA,164.125,14.704,47.349,NA,NA,211.474
"CAN",1983,NA,NA,NA,NA,NA,12.271,NA,176.674,NA,176.674,15.337,48.821,NA,NA,225.495
"CAN",1984,NA,NA,NA,NA,NA,12.624,NA,187.963,NA,187.963,15.734,49.88,NA,NA,237.843
"CAN",1985,369.008,NA,NA,NA,NA,13.027,NA,194.392,NA,194.392,15.957,51.917,NA,NA,246.309
"CAN",1986,NA,NA,NA,NA,NA,13.164,NA,204.617,NA,204.617,16.448,53.173,NA,NA,257.79
"CAN",1987,NA,NA,NA,NA,NA,13.503,NA,210.825,NA,210.825,17.009,55.239,NA,NA,266.064
"CAN",1988,NA,NA,NA,NA,NA,13.742,NA,210.574,NA,210.574,17.374,56.298,NA,NA,266.872
"CAN",1989,NA,NA,NA,NA,NA,14.177,NA,221.085,NA,221.085,18.337,57.959,NA,NA,279.044
"CAN",1990,NA,NA,NA,NA,NA,14.341,NA,224.008,NA,224.008,18.896,58.487,NA,NA,282.495
"CAN",1991,413.217,NA,NA,NA,NA,14.514,0.037,231.069,NA,231.069,18.676,59.384,NA,NA,290.453
"CAN",1992,399.883,NA,NA,NA,NA,14.897,0.038,233.918,NA,233.918,19.368,60.416,NA,NA,294.334
"CAN",1993,381.299,NA,NA,NA,NA,NA,0.096,235.738,NA,235.738,19.91,61.757,NA,NA,297.495
"CAN",1994,354.21,NA,NA,NA,NA,NA,0.13,234.502,NA,234.502,20.307,61.775,NA,NA,296.277
"CAN",1995,NA,NA,NA,NA,NA,15.589,0.146,232.249,NA,232.249,20.647,61.88,NA,NA,294.129
"CAN",1996,NA,NA,NA,NA,NA,15.807,0.165,228.57,NA,228.57,21.195,61.837,NA,NA,290.407
"CAN",1997,NA,NA,NA,NA,NA,16.234,0.207,228.713,NA,228.713,21.465,61.971,NA,1351.3,290.684
"CAN",1998,NA,NA,NA,NA,NA,16.486,0.265,227.814,NA,227.814,21.754,62.95,NA,1381.215,290.764
"CAN",1999,NA,NA,NA,NA,NA,16.899,0.31,228.534,NA,228.534,23.589,63.664,NA,1392.715,292.198
"CAN",2000,NA,NA,NA,NA,NA,17.287,0.356,232.566,NA,232.566,23.632,64.462,NA,1421.48,297.028
"CAN",2001,NA,NA,NA,NA,NA,17.559,0.374,231.508,NA,231.508,23.619,65.235,NA,1457.78,296.743
"CAN",2002,NA,NA,NA,NA,NA,17.946,0.423,296.211,60.127,236.084,24.612,66.289,NA,1493.355,362.5
"CAN",2003,NA,NA,NA,NA,NA,18.202,0.454,309.652,63.138,246.514,25.04,66.583,NA,1538.775,376.235
"CAN",2004,NA,NA,NA,NA,NA,18.433,0.526,315.122,63.443,251.679,25.263,68.171,NA,1550.02,383.293
"CAN",2005,542.413,43.29,71.655,207.926,NA,18.764,0.525,321.154,64.953,256.201,25.426,69.619,NA,1566.225,390.773
"CAN",2006,547.87,NA,NA,NA,NA,19.008,0.632,326.164,67.3,258.864,26.207,70.87,NA,1606.01,397.034
"CAN",2007,556.432,NA,NA,NA,NA,19.268,0.645,332.788,69.709,263.079,27.9,72.903,15.918,1657.21,405.691
"CAN",2008,565.512,NA,NA,NA,NA,19.613,0.748,341.421,74.38,267.041,28.727,75.155,16.381,1693.38,416.576
"CAN",2009,580.619,NA,NA,NA,NA,19.951,0.838,348.487,76.944,271.543,30.07,78.623,16.847,1737.835,427.11
"CAN",2010,583.65,NA,NA,NA,NA,20.432,0.917,354.901,81.224,273.677,30.92,80.895,17.738,1782.535,435.796
"CAN",2011,588.565,51.175,86.243,230.126,NA,20.789,0.985,360.554,84.587,275.967,32.003,84.313,18.078,1817.985,444.867
"CAN",2012,595.864,NA,NA,NA,NA,21.292,1.092,365.41,88.211,277.199,33,87.306,18.725,1832.145,452.716
"CAN",2013,602.526,NA,NA,NA,NA,21.731,1.188,375.753,93.585,282.168,34.824,90.205,19.253,1856.91,465.958
"CAN",2014,611.934,NA,NA,NA,NA,22.134,1.255,383.836,98.124,285.712,36.273,92.708,20.134,NA,476.544
"CAN",2015,619.783,NA,NA,NA,NA,22.665,1.288,390.344,101.319,289.025,37.222,95.206,21.007,NA,485.55
"CAN",2016,636.055,56.725,91.507,220.558,NA,23.261,1.435,396.166,105.098,291.068,38.526,97.169,21.699,NA,493.335
"CAN",2017,643.229,57.365,92.539,223.114,NA,23.556,1.548,398.825,106.854,291.971,39.649,99.812,22.387,NA,498.637
"CAN",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.095,NA,NA,NA
"CHE",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.224,NA,NA,NA
"CHE",1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.655,NA,NA,NA
"CHE",1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.207,NA,NA,NA
"CHE",1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.751,NA,NA,NA
"CHE",1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.326,NA,NA,NA
"CHE",1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.91,NA,NA,NA
"CHE",1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.562,NA,NA,NA
"CHE",1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.149,NA,NA,NA
"CHE",1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.908,NA,NA,NA
"CHE",1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.843,NA,NA,NA
"CHE",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.588,NA,NA,NA
"CHE",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.313,NA,NA,NA
"CHE",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5,NA,NA,NA
"CHE",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7,NA,NA,NA
"CHE",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.928,NA,NA,NA
"CHE",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.667,NA,NA,NA
"CHE",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.366,NA,NA,NA
"CHE",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.021,NA,NA,NA
"CHE",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.641,NA,NA,NA
"CHE",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.433,NA,NA,NA
"CHE",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.03,NA,NA,NA
"CHE",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.594,NA,NA,NA
"CHE",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.706,NA,NA,NA
"CHE",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.238,NA,NA,NA
"CHE",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.788,NA,NA,NA
"CHE",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.275,NA,369.32916,NA
"CHE",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.718,NA,380.18768,NA
"CHE",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.144,NA,392.553,NA
"CHE",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.679,NA,402.38386,NA
"CHE",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.026,NA,407.43521,NA
"CHE",2000,148.354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.216,NA,417.54639,NA
"CHE",2001,152.248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.395,NA,423.11389,NA
"CHE",2002,156.406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.921,NA,431.46927,NA
"CHE",2003,162.894,11.965,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.268,NA,446.60373,NA
"CHE",2004,162.735,11.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.742,NA,454.74416,NA
"CHE",2005,166.673,11.961,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.251,NA,467.48637,NA
"CHE",2006,170.863,12.927,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.812,NA,477.74177,NA
"CHE",2007,174.903,13.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.052,NA,485.46813,NA
"CHE",2008,178.464,13.552,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.653,NA,502.0896,NA
"CHE",2009,186.999,13.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.166,NA,517.54344,NA
"CHE",2010,175.336,14.781,25.87,53.652,NA,NA,NA,NA,NA,NA,NA,30.273,NA,528.33436,NA
"CHE",2011,181.836,15.234,26.761,55.359,NA,NA,NA,NA,NA,NA,NA,30.849,NA,553.16369,NA
"CHE",2012,185.357,15.229,27.61,56.056,NA,NA,NA,NA,NA,NA,NA,31.858,NA,576.80288,NA
"CHE",2013,190.781,15.317,27.532,57.949,NA,NA,NA,NA,NA,NA,NA,33.242,NA,594.70227,NA
"CHE",2014,195.876,15.553,28.122,59.742,NA,NA,NA,NA,NA,NA,NA,34.348,NA,609.75575,NA
"CHE",2015,202.112,14.991,29.28,61.939,NA,NA,NA,NA,NA,NA,NA,35.325,NA,637.39481,NA
"CHE",2016,208.981,15.069,30.481,63.582,NA,NA,NA,NA,NA,NA,NA,36.175,NA,665.53753,NA
"CHE",2017,212.656,14.987,31.888,65.201,NA,NA,NA,NA,NA,NA,NA,36.9,NA,682.0508,NA
"CHL",2010,84.457,26.913,6.49,30.044,NA,NA,NA,NA,NA,NA,NA,NA,5.761,300.9565,NA
"CHL",2011,87.34,27.679,6.817,30.821,NA,NA,NA,NA,NA,NA,NA,NA,6.687,322.3252,NA
"CHL",2012,90.456,28.544,7.308,31.047,NA,NA,NA,NA,NA,NA,NA,NA,9.784,349.33572,NA
"CHL",2013,92.931,29.788,8.057,29.199,NA,NA,NA,NA,NA,NA,NA,NA,12.863,348.59334,NA
