"location","year","hospital_employment","hospital_hc_assistants","hospital_hc_other","hospital_non_hc_staff","pa_caring","pa_dentists","pa_midwives","pa_nurses_all","pa_nurses_assoc","pa_nurses_pro","pa_pharmacists","pa_physicians","prac_physiotherapists","total_hns","pa_usually_mentioned"
"PRT",1993,83.402,NA,29.808,36.823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRT",1994,88.528,NA,31.707,39.183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRT",1995,90.388,NA,32.763,39.967,NA,NA,NA,NA,NA,NA,NA,NA,NA,241.618,NA
"PRT",1996,95.358,NA,34.524,41.878,NA,NA,NA,NA,NA,NA,NA,NA,NA,248.366,NA
"PRT",1997,103.797,NA,37.958,46.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,250.786,NA
"PRT",1998,102.572,NA,37.969,45.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,260.63,NA
"PRT",1999,106.335,24.79,7.802,26.262,NA,NA,NA,NA,NA,NA,7.114,NA,0.98,276.186,NA
"PRT",2000,109.564,26.584,7.947,26.161,NA,NA,NA,NA,NA,NA,7.293,NA,1.048,284.304,NA
"PRT",2001,109.958,28.124,8.124,25.366,NA,NA,NA,NA,NA,NA,7.59,NA,1.068,289.111,NA
"PRT",2002,112.326,28.307,8.422,25.547,NA,NA,NA,NA,NA,NA,7.962,NA,1.1,301.958,NA
"PRT",2003,114.756,28.656,8.902,27.771,NA,NA,NA,NA,NA,NA,8.636,NA,1.122,303.442,NA
"PRT",2004,115.555,28.958,8.83,26.102,NA,NA,1.512,44.272,0,44.272,9.071,NA,1.152,308.395,NA
"PRT",2005,118.332,29.009,9.044,27.327,NA,NA,1.637,46.518,0,46.518,9.494,NA,1.217,314.919,NA
"PRT",2006,116.855,27.907,9.167,26.447,NA,NA,1.694,49.261,0,49.261,10.091,NA,1.218,317.086,NA
"PRT",2007,119.423,31.141,9.396,25.772,NA,NA,1.895,52.184,0,52.184,10.117,NA,1.274,319.798,NA
"PRT",2008,120.103,30.08,9.662,26.296,NA,NA,2.029,54.68,0,54.68,10.729,NA,1.353,330.56,NA
"PRT",2009,123.31,31.202,9.967,24.916,NA,NA,2.171,57.43,0,57.43,11.347,NA,1.37,340.864,NA
"PRT",2010,127.48,31.334,10.17,25.388,NA,NA,2.327,60.106,0,60.106,10.895,NA,1.441,343.673,NA
"PRT",2011,119.815,27.446,9.883,24.857,NA,NA,2.377,62.101,0,62.101,11.887,NA,1.385,350.157,NA
"PRT",2012,121.116,26.735,10.235,25.234,NA,NA,2.448,62.956,0,62.956,10.98,NA,1.447,349.58,NA
"PRT",2013,120.563,28.676,10.087,22.903,NA,NA,2.493,63.316,0,63.316,NA,NA,1.308,350.998,NA
"PRT",2014,118.341,27.975,10.054,21.887,NA,NA,2.548,63.792,0,63.792,11.762,NA,1.262,358.629,NA
"PRT",2015,122.277,28.946,10.273,22.346,NA,NA,2.595,65.135,0,65.135,12.119,NA,1.332,365.364,NA
"PRT",2016,126.735,29.44,10.626,22.846,NA,NA,2.69,66.796,0,66.796,12.486,NA,1.371,379.434,NA
"PRT",2017,130.539,29.845,11.043,23.414,NA,NA,2.782,68.976,0,68.976,13.008,NA,1.433,393.079,NA
"SVK",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.345,NA
"SVK",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.09,NA
"SVK",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.722,NA
"SVK",1998,NA,NA,NA,NA,NA,NA,NA,39.862,0,39.862,NA,NA,NA,132.529,NA
"SVK",1999,NA,NA,NA,NA,NA,NA,NA,39.026,0,39.026,NA,17.916,NA,136.719,56.942
"SVK",2000,NA,NA,NA,NA,NA,NA,NA,40.077,0,40.077,NA,18.074,NA,138.907,58.151
"SVK",2001,NA,NA,NA,NA,NA,NA,NA,39.073,0,39.073,NA,18.022,NA,140.567,57.095
"SVK",2002,NA,NA,NA,NA,NA,NA,1.087,37.265,0,37.265,NA,17.886,NA,140.409,55.151
"SVK",2003,NA,NA,NA,NA,NA,NA,1.456,35.113,0,35.113,NA,17.663,NA,139.216,52.776
"SVK",2004,NA,NA,NA,NA,NA,NA,1.739,34.007,0,34.007,NA,17.851,NA,131.569,51.858
"SVK",2005,NA,NA,NA,NA,NA,2.919,1.719,32.319,0,32.319,2.686,16.318,NA,122.414,48.637
"SVK",2006,NA,NA,NA,NA,NA,2.714,1.552,32.568,0,32.568,3.032,17.04,NA,121.732,49.608
"SVK",2007,NA,NA,NA,NA,NA,2.862,1.659,34.04,0,34.04,3.241,18.219,NA,126.76,52.259
"SVK",2008,NA,NA,NA,NA,NA,2.745,1.761,33.778,0,33.778,2.777,18.121,NA,127.911,51.899
"SVK",2009,NA,NA,NA,NA,10.576,2.633,1.769,32.708,0,32.708,2.917,17.798,1.642,121.97,50.506
"SVK",2010,NA,NA,NA,NA,10.09,2.663,1.874,32.745,0,32.745,3.267,18.11,1.73,123.295,50.855
"SVK",2011,NA,NA,NA,NA,10.297,2.618,1.837,32.043,0,32.043,3.382,17.849,1.703,124.994,49.892
"SVK",2012,NA,NA,NA,NA,9.749,2.665,1.765,31.478,0,31.478,3.522,18.193,1.709,124.625,49.671
"SVK",2013,NA,NA,NA,NA,8.928,2.586,1.775,31.128,0,31.128,3.333,18.355,1.726,123.989,49.483
"SVK",2014,NA,NA,NA,NA,8.894,2.642,1.795,31.166,0,31.166,3.644,18.574,1.818,128.973,49.74
"SVK",2015,NA,NA,NA,NA,10.019,2.647,1.76,30.904,0,30.904,3.826,18.719,1.901,130.858,49.623
"SVK",2016,NA,NA,NA,NA,11.554,2.701,1.834,31.183,0,31.183,4.183,18.864,1.905,134.583,50.047
"SVK",2017,NA,NA,NA,NA,9.826,2.723,1.736,30.732,0,30.732,4.243,18.608,1.833,137.107,49.34
"SVN",1980,NA,NA,NA,NA,NA,0.865,NA,NA,NA,NA,0.632,3.358,0.611,NA,NA
"SVN",1985,NA,NA,NA,NA,NA,1.025,NA,9.582,6.722,2.86,0.818,3.712,NA,NA,13.294
"SVN",1986,NA,NA,NA,NA,NA,1.064,NA,10.021,7.019,3.002,0.855,3.837,0.811,NA,13.858
"SVN",1987,NA,NA,NA,NA,NA,1.091,NA,10.229,7.174,3.055,0.91,3.997,0.844,NA,14.226
"SVN",1988,NA,NA,NA,NA,NA,1.11,NA,10.33,7.215,3.115,0.962,4.04,0.806,NA,14.37
"SVN",1989,NA,NA,NA,NA,NA,1.137,NA,10.362,7.289,3.073,0.629,4.119,0.723,NA,14.481
"SVN",1990,NA,NA,NA,NA,NA,1.127,NA,10.767,7.601,3.166,0.652,4.11,0.748,NA,14.877
"SVN",1991,NA,NA,NA,NA,NA,1.054,NA,11.996,8.9,3.096,NA,4.155,NA,NA,16.151
"SVN",1992,NA,NA,NA,NA,NA,1.053,NA,11.997,8.805,3.192,NA,4.169,NA,NA,16.166
"SVN",1993,NA,NA,NA,NA,NA,0.967,NA,11.739,8.766,2.973,0.715,4.039,0.75,NA,15.778
"SVN",1994,NA,NA,NA,NA,NA,1.055,NA,11.889,8.91,2.979,0.979,4.356,0.8,NA,16.245
"SVN",1995,NA,NA,NA,NA,NA,1.264,NA,12.705,9.644,3.061,0.971,4.216,0.842,43.11266,16.921
"SVN",1996,NA,NA,NA,NA,NA,1.128,NA,13.051,9.953,3.098,1.042,4.251,0.858,42.82692,17.302
"SVN",1997,NA,NA,NA,NA,NA,1.165,NA,13.313,10.126,3.187,1.055,4.436,0.86,42.66701,17.749
"SVN",1998,NA,NA,NA,NA,NA,1.201,NA,13.46,10.322,3.138,0.887,4.501,0.892,42.42746,17.961
"SVN",1999,NA,NA,NA,NA,NA,1.199,NA,13.779,10.57,3.209,0.917,4.486,0.904,43.8331,18.265
"SVN",2000,18.071,0.879,1.807,5.5,2.588,1.188,NA,13.934,10.713,3.221,1.079,4.483,0.867,44.01257,18.417
"SVN",2001,17.953,0.507,1.875,5.426,2.113,1.209,NA,14.485,11.146,3.339,1.215,4.526,0.863,44.81923,19.011
"SVN",2002,18.421,0.609,1.916,5.473,2.257,1.231,NA,14.54,11.136,3.404,1.255,4.636,0.844,46.02835,19.176
"SVN",2003,18.715,0.693,1.987,5.496,2.45,1.233,0.035,14.957,11.5,3.457,1.172,4.671,0.983,46.9877,19.628
"SVN",2004,18.842,0.57,1.89,5.589,2.543,1.226,0.049,15.046,11.512,3.534,1.381,4.767,0.954,48.15644,19.813
"SVN",2005,19.445,0.599,1.986,5.8,2.606,1.231,0.065,15.221,11.552,3.669,1.41,4.873,0.996,49.48783,20.094
"SVN",2006,19.644,0.586,2.002,5.892,2.444,1.238,0.077,15.505,11.701,3.804,1.521,4.91,0.986,50.21928,20.415
"SVN",2007,19.916,0.659,2.045,5.86,3.124,1.269,0.082,15.897,11.972,3.925,1.564,4.981,0.982,51.01826,20.878
"SVN",2008,20.033,0.657,2.063,5.913,3.088,1.25,0.095,16.249,12.192,4.057,1.545,5.015,1.007,52.37325,21.264
"SVN",2009,20.375,0.686,2.096,5.952,3.288,1.272,0.098,16.685,12.396,4.289,1.682,5.069,1.012,53.61655,21.754
"SVN",2010,20.616,0.669,2.12,5.905,3.351,1.298,0.108,17.112,12.631,4.481,1.755,5.132,1.019,54.79785,22.244
"SVN",2011,20.76,0.669,2.133,5.887,3.211,1.319,0.114,17.453,12.814,4.639,1.808,5.272,1.014,55.89838,22.725
"SVN",2012,21.123,0.916,2.166,6.28,3.822,1.328,0.119,17.041,12.384,4.657,1.52,5.425,1.016,57.45317,22.466
"SVN",2013,20.552,0.511,2.069,6.078,4.2,1.37,0.13,17.388,12.484,4.904,1.555,5.62,1.079,57.68116,23.008
"SVN",2014,21.531,0.621,2.231,6.138,4.016,1.37,0.145,17.901,12.766,5.135,1.352,5.76,1.132,58.14806,23.661
"SVN",2015,22.233,0.611,2.229,6.777,3.836,1.415,0.16,18.382,12.917,5.465,1.411,5.947,1.163,59.38061,24.329
"SVN",2016,21.923,0.252,2.534,5.005,1.783,1.444,0.186,20.249,13.775,6.474,1.472,6.346,1.27,61.71021,26.595
"SVN",2017,22.919,0.244,3.162,5.538,2.082,1.486,0.211,20.834,14.068,6.766,1.537,6.53,1.33,63.75901,27.364
"SWE",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,665,NA
"SWE",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,663,NA
"SWE",1995,NA,NA,NA,NA,NA,7.918,5.782,85.606,NA,85.606,NA,26.377,8.243,686,111.983
"SWE",1996,NA,NA,NA,NA,NA,7.797,5.935,86.338,NA,86.338,NA,26.912,8.347,684,113.25
"SWE",1997,NA,NA,NA,NA,NA,7.625,5.951,85.996,NA,85.996,NA,27.021,8.458,680,113.017
"SWE",1998,NA,NA,NA,NA,NA,7.582,6.133,88,NA,88,NA,27.641,8.996,689,115.641
"SWE",1999,NA,NA,NA,NA,NA,7.576,6.228,89.16,NA,89.16,5.896,28.02,9.257,703,117.18
"SWE",2000,NA,NA,NA,NA,NA,7.504,6.225,90.322,NA,90.322,6.505,28.768,9.441,717,119.09
"SWE",2001,NA,NA,NA,NA,NA,7.506,6.381,91.96,NA,91.96,6.611,29.682,9.639,717,121.642
"SWE",2002,NA,NA,NA,NA,NA,7.604,6.473,94.452,NA,94.452,6.708,30.697,9.965,733,125.149
"SWE",2003,NA,NA,NA,NA,NA,7.605,6.543,96.021,NA,96.021,6.79,31.452,10.249,731,127.473
"SWE",2004,NA,NA,NA,NA,NA,7.761,6.712,98.658,NA,98.658,6.971,32.643,10.589,734,131.301
"SWE",2005,NA,NA,NA,NA,NA,7.726,6.77,100.848,NA,100.848,7.034,33.349,10.85,734,134.197
"SWE",2006,NA,NA,NA,NA,NA,7.794,6.851,102.847,NA,102.847,7.117,34.301,11.177,733,137.148
"SWE",2007,NA,NA,NA,NA,NA,7.831,6.92,104.754,NA,104.754,7.331,35.374,11.282,744,140.128
"SWE",2008,NA,NA,NA,NA,NA,7.754,6.996,105.778,NA,105.778,7.359,36.177,11.496,746,141.955
"SWE",2009,NA,NA,NA,NA,NA,7.769,7.122,106.88,NA,106.88,7.283,37.229,11.571,742,144.109
"SWE",2010,NA,NA,NA,NA,NA,7.867,7.241,108.326,NA,108.326,7.526,38.311,11.83,739,146.637
"SWE",2011,NA,NA,NA,NA,NA,7.999,7.288,109.47,NA,109.47,7.716,39.429,11.975,754,148.899
"SWE",2012,NA,NA,NA,NA,NA,8.11,7.445,110.585,NA,110.585,7.808,40.659,12.214,752,151.244
"SWE",2013,NA,NA,NA,NA,NA,8.126,7.514,111.8,NA,111.8,7.811,41.778,12.433,763,153.578
"SWE",2014,NA,NA,NA,NA,NA,8.155,7.581,112.868,NA,112.868,7.94,42.937,12.762,780,155.805
"SWE",2015,NA,NA,NA,NA,NA,8.224,7.66,112.777,NA,112.777,8.076,44.077,13.031,810,156.854
"SWE",2016,NA,NA,NA,NA,NA,8.523,7.807,114.055,NA,114.055,8.252,42.861,13.341,846,156.916
"SWE",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,864,NA
"TUR",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.843,NA,NA,NA
"TUR",1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.514,NA,NA,NA
"TUR",1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.034,NA,NA,NA
"TUR",1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.511,NA,NA,NA
"TUR",1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.868,NA,NA,NA
"TUR",1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.714,NA,NA,NA
"TUR",1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.588,NA,NA,NA
"TUR",1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.92,NA,NA,NA
"TUR",1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.23,NA,NA,NA
"TUR",1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.298,NA,NA,NA
"TUR",1980,NA,NA,NA,NA,NA,7.077,NA,NA,NA,NA,12.039,27.241,NA,NA,NA
"TUR",1981,NA,NA,NA,NA,NA,7.186,NA,NA,NA,NA,11.61,28.411,NA,NA,NA
"TUR",1982,NA,NA,NA,NA,NA,7.525,NA,NA,NA,NA,11.428,30.956,NA,NA,NA
"TUR",1983,NA,NA,NA,NA,NA,7.763,NA,NA,NA,NA,11.527,32.263,NA,NA,NA
"TUR",1984,NA,NA,NA,NA,NA,8.133,NA,NA,NA,NA,11.586,34.195,NA,NA,NA
"TUR",1985,NA,NA,NA,NA,NA,8.305,NA,NA,NA,NA,12.202,36.427,NA,NA,NA
"TUR",1986,NA,NA,NA,NA,NA,8.41,NA,NA,NA,NA,12.698,37.442,NA,NA,NA
"TUR",1987,NA,NA,NA,NA,NA,8.589,NA,NA,NA,NA,13.668,38.829,NA,NA,NA
"TUR",1988,NA,NA,NA,NA,NA,9.639,NA,NA,NA,NA,14.567,42.502,NA,NA,NA
"TUR",1989,NA,NA,NA,NA,NA,10.132,NA,NA,NA,NA,15.201,46.708,NA,NA,NA
"TUR",1990,NA,NA,NA,NA,NA,10.514,NA,NA,NA,NA,15.792,50.639,NA,NA,NA
"TUR",1991,NA,NA,NA,NA,NA,10.623,NA,NA,NA,NA,16.002,54.485,NA,NA,NA
"TUR",1992,NA,NA,NA,NA,NA,10.703,NA,NA,NA,NA,16.593,56.985,NA,NA,NA
"TUR",1993,NA,NA,NA,NA,NA,11.069,36.146,54.213,0,54.213,17.696,61.05,NA,NA,115.263
"TUR",1994,NA,NA,NA,NA,NA,11.457,35.604,56.289,0,56.289,18.366,65.832,NA,NA,122.121
"TUR",1995,NA,NA,NA,NA,NA,11.532,39.512,62.196,0,62.196,18.974,67.828,NA,NA,130.024
"TUR",1996,NA,NA,NA,NA,NA,12.155,38.854,62.472,0,62.472,19.55,69.118,NA,NA,131.59
"TUR",1997,NA,NA,NA,NA,NA,12.484,40.329,65.135,0,65.135,20.406,71.545,NA,NA,136.68
"TUR",1998,NA,NA,NA,NA,NA,13.124,41.008,67.514,0,67.514,21.294,75.088,NA,NA,142.602
"TUR",1999,NA,NA,NA,NA,NA,13.975,41.313,68.42,0,68.42,21.949,79.658,NA,NA,148.078
"TUR",2000,NA,0,39.377,NA,NA,15.906,41.594,69.55,0,69.55,21.927,85.242,NA,NA,154.792
"TUR",2001,NA,0,41.01,NA,NA,16.075,41.691,72.607,0,72.607,22.119,89.804,NA,NA,162.411
"TUR",2002,NA,0,44.332,NA,NA,16.371,41.479,72.393,0,72.393,22.289,91.949,NA,NA,164.342
"TUR",2003,NA,0,46.003,NA,NA,17.744,41.662,74.483,0,74.483,22.371,94.466,NA,NA,168.949
"TUR",2004,NA,0,50.328,NA,NA,17.893,43.229,75.753,0,75.753,22.608,97.11,NA,NA,172.863
"TUR",2005,NA,0,47.325,NA,NA,18.149,43.541,78.182,0,78.182,22.756,100.853,0.945,NA,179.035
"TUR",2006,NA,0,53.947,NA,NA,18.332,44.483,82.626,0,82.626,23.14,104.475,1.124,NA,187.101
"TUR",2007,NA,0,63.078,NA,NA,19.278,47.175,94.661,0,94.661,23.977,108.402,1.703,NA,203.063
"TUR",2008,NA,0,67.933,NA,NA,19.959,47.673,99.91,0,99.91,24.778,113.151,2.136,NA,213.061
"TUR",2009,NA,0,68.125,NA,NA,20.589,49.357,105.176,0,105.176,25.201,118.641,2.102,590.65,223.817
"TUR",2010,NA,0,71.995,NA,NA,21.432,50.343,114.772,0,114.772,26.506,123.447,2.111,590.375,238.219
"TUR",2011,517.324,0,87.308,189.456,NA,21.099,51.905,124.982,0,124.982,26.089,126.029,2.305,692.675,251.011
"TUR",2012,545.842,0,102.312,190.009,NA,21.404,53.466,134.906,0,134.906,26.571,129.772,2.648,807.95,264.678
"TUR",2013,628.61,0,102.045,272.474,NA,22.295,53.427,139.544,0,139.544,27.012,133.775,2.975,858.125,273.319
"TUR",2014,655.128,0,106.977,287.96,NA,22.996,52.838,142.432,0,142.432,27.199,135.616,3.184,973.775,278.048
"TUR",2015,685.769,0,112.517,300.066,NA,24.834,53.086,152.803,0,152.803,27.53,141.259,3.564,1055.95,294.062
"TUR",2016,678.501,0,106.754,295.845,NA,26.674,52.456,152.952,0,152.952,27.864,144.827,3.875,1123.125,297.779
"TUR",2017,724.783,0,117.113,312.595,NA,27.889,53.741,166.142,0,166.142,28.512,149.997,4.378,1186.6,316.139
"USA",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,1272.9,NA,NA,NA,NA,NA
"USA",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,1326.7,NA,NA,NA,NA,NA
"USA",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,1379.3,NA,NA,NA,NA,NA
"USA",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,1436.1,NA,NA,NA,NA,NA
"USA",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,1485.7,NA,NA,NA,NA,NA
"USA",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,1538.1,NA,NA,NA,NA,NA
"USA",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,1589.6,NA,NA,NA,NA,NA
"USA",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,1627,NA,NA,NA,NA,NA
"USA",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,1678.7,NA,NA,NA,NA,NA
"USA",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,1730.9,NA,NA,NA,NA,NA
"USA",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,1789.6,NA,NA,NA,NA,NA
"USA",1991,4835.33,422.806,1062.259,1852.751,NA,NA,NA,NA,NA,1853,NA,NA,NA,NA,NA
"USA",1992,4920.689,406.995,1071.212,1935.83,NA,NA,NA,NA,NA,1907.1,NA,NA,NA,NA,NA
"USA",1993,4978.248,403.933,1104.569,1941.845,NA,NA,NA,NA,NA,1975.8,NA,591.017,NA,NA,NA
"USA",1994,4979.391,NA,13.684,3411.928,NA,NA,NA,NA,NA,2044,NA,605.468,NA,NA,NA
"USA",1995,4994.998,NA,13.381,3419.774,NA,NA,NA,NA,NA,2115.8,NA,625.443,NA,NA,NA
"USA",1996,5000.407,NA,12.233,3429.151,NA,NA,NA,NA,NA,2137.13,NA,643.955,NA,NA,NA
"USA",1997,5090.814,NA,13.489,3497.832,NA,NA,NA,NA,NA,2158.48,NA,664.556,NA,NA,NA
"USA",1998,5170.244,NA,12.189,3542.78,NA,NA,NA,NA,NA,2180.04,NA,667,NA,NA,NA
"USA",1999,5121.061,NA,10.926,3497.775,NA,NA,NA,2893.94,688.51,2205.43,226.3,669.949,NA,NA,3563.889
"USA",2000,5244.373,NA,11.582,3600.505,NA,NA,NA,2869.14,679.47,2189.67,212.66,692.368,NA,14933,3561.508
"USA",2001,5305.63,NA,12.194,3658.812,NA,163.4,NA,2901.78,683.79,2217.99,223.63,713.375,126.45,15313,3615.155
"USA",2002,5399.25,NA,10.987,3712.381,NA,165.7,NA,2931.82,692.29,2239.53,219.39,719.431,130.29,15900,3651.251
"USA",2003,5462.851,NA,15.12,3435.961,NA,167.5,NA,2929.02,682.59,2246.43,215.03,736.211,134.97,16434,3665.231
"USA",2004,5511.72,NA,14.845,3432.241,NA,169.8,NA,3014.71,702.74,2311.97,222.96,744.143,142.94,16661,3758.853
"USA",2005,5624.716,NA,15.27,3482.043,NA,171.6,NA,3078.09,710.02,2368.07,229.74,762.438,151.28,16910,3840.528
"USA",2006,5767.457,NA,367.11,3088.826,NA,172.6,NA,3137.53,720.38,2417.15,239.92,766.836,156.1,17416,3904.366
"USA",2007,5890.416,NA,491.157,3015.339,NA,176.1,NA,3187.58,719.24,2468.34,253.11,776.554,161.85,17834,3964.134
"USA",2008,5993.384,NA,518.379,3032.778,NA,178.4,NA,3273.26,730.5,2542.76,266.41,784.199,167.3,18233,4057.459
"USA",2009,6046.115,NA,530.216,3026.61,NA,181.4,NA,3312.44,728.67,2583.77,267.86,792.805,174.49,18632,4105.245
"USA",2010,6053.922,NA,544.595,2994.669,NA,183.2,NA,3385.31,730.29,2655.02,268.03,794.862,180.28,18907,4180.172
"USA",2011,6074.386,NA,554.287,2993.413,NA,186.1,NA,3453.71,729.14,2724.57,272.32,809.492,185.44,18903,4263.202
"USA",2012,6147.198,NA,559.161,2999.623,NA,188.9,NA,3498.45,718.8,2779.65,281.56,826.001,191.46,19407,4324.451
"USA",2013,6182.566,NA,573.881,2986.638,NA,191.4,NA,3521.35,705.2,2816.15,287.42,854.698,195.67,19562,4376.048
"USA",2014,6210.602,NA,582.971,2963.342,NA,192.3,NA,3558.92,695.61,2863.31,290.78,864.721,200.67,19576,4423.641
"USA",2015,6299.019,NA,597.695,2971.502,NA,195.8,NA,3626.06,697.25,2928.81,295.62,870.9,209.69,20076,4496.96
"USA",2016,6500.431,NA,615.204,3072.502,NA,196.5,NA,3755.94,702.4,3053.54,305.51,878.962,216.92,20589,4634.902
"USA",2017,NA,NA,NA,NA,NA,198.5,NA,3824.97,702.7,3122.27,309.33,891.734,225.42,NA,4716.704
"USA",2018,NA,NA,NA,NA,NA,199.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
